E01002400,Hillingdon,Criminal Damage,Criminal Damage To Other Building,1,2012,10
E01001921,Hammersmith and Fulham,Drugs,Possession Of Drugs,1,2009,10
E01004138,Sutton,Theft and Handling,Theft From Shops,1,2016,1
E01004088,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,2
